invoice_id,invoice_amount,matched_transaction_ids,matched_amount,difference,status,confidence,ai_decision,ai_confidence,ai_reason,ai_action,ai_time_seconds,final_status
INV-00068,63493.0,"TXN-00068-A,TXN-00068-B",63493.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00069,67562.0,TXN-00069,67562.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00070,9907.0,TXN-00070,9907.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00071,75668.0,TXN-00071,75568.0,-100.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00072,11745.0,TXN-00202,12164.0,419.0,REVIEW_REQUIRED,64.14,AMOUNT_MISMATCH,0.85,"Invoice amount is significantly different from the matched transaction, despite matching on strong customer and date.",AUTO_RESOLVE,30.24,AMOUNT_MISMATCH
INV-00073,75085.0,TXN-00073,75085.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00074,27772.0,TXN-00007,29221.0,1449.0,AMOUNT_MISMATCH,68.74,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00075,32285.0,TXN-00075,32285.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00076,85607.0,TXN-00076,85607.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00077,2220.0,TXN-00077,100.0,-2120.0,REVIEW_REQUIRED,61.8,AMOUNT_MISMATCH,0.85,"Invoice amount is significantly lower than the transaction, but there are no other payments mentioned.",AUTO_RESOLVE,24.86,AMOUNT_MISMATCH
INV-00078,71468.0,TXN-00078,71468.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00079,46745.0,TXN-00079,46745.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00080,49434.0,TXN-00080,49434.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00081,40651.0,"TXN-00081-A,TXN-00081-B",40651.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00082,2025.0,TXN-00082,2025.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00083,14577.0,TXN-00083,14577.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00084,15029.0,TXN-00084,14529.0,-500.0,AMOUNT_MISMATCH,83.67,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00085,95058.0,TXN-00085,95058.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00086,67244.0,TXN-00086,67244.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00087,13097.0,TXN-00087,13097.0,0.0,MATCHED,97.5,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00088,44719.0,TXN-00088,44719.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00089,22178.0,TXN-00089,22178.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00090,57057.0,TXN-00090,57057.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00091,91573.0,TXN-00091,91573.0,0.0,MATCHED,96.76,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00092,77350.0,TXN-00092,77350.0,0.0,MATCHED,97.5,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00093,48795.0,"TXN-00093-A,TXN-00093-B",48795.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00094,47898.0,TXN-00053,47438.0,-460.0,AMOUNT_MISMATCH,74.65,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00095,88416.0,TXN-00095,88416.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00096,54264.0,"TXN-00096,TXN-DUP-00096",108528.0,54264.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00097,22299.0,TXN-00097,22299.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00098,24509.0,"TXN-00098-A,TXN-00098-B",24509.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00099,88806.0,"TXN-00099,TXN-DUP-00099",177612.0,88806.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00100,35970.0,"TXN-00100,TXN-DUP-00100",71940.0,35970.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00101,51140.0,TXN-00101,51140.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00102,30154.0,TXN-00102,30154.0,0.0,TIMING_DIFFERENCE,94.25,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00103,30219.0,TXN-00038,32385.0,2166.0,AMOUNT_MISMATCH,71.26,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00104,53227.0,TXN-00104,53227.0,0.0,MATCHED,93.29,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00105,47025.0,TXN-00105,47025.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00106,71282.0,TXN-00432,69614.0,-1668.0,AMOUNT_MISMATCH,77.56,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00107,24405.0,"TXN-00107-A,TXN-00107-B",24405.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00108,79193.0,TXN-00108,79193.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00109,58199.0,"TXN-00109-A,TXN-00109-B",58199.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00110,25914.0,TXN-00110,25914.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00111,1221.0,"TXN-00111-A,TXN-00111-B",1221.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00112,91027.0,"TXN-00112-A,TXN-00112-B",91027.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00113,48739.0,TXN-00113,48739.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00114,82678.0,TXN-00071,75568.0,-7110.0,AMOUNT_MISMATCH,77.06,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00115,17334.0,"TXN-00115-A,TXN-00115-B",17334.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00116,41538.0,TXN-00116,41538.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00117,92384.0,TXN-00117,92134.0,-250.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00118,88153.0,TXN-00117,92134.0,3981.0,AMOUNT_MISMATCH,78.69,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00119,23810.0,TXN-00119,22810.0,-1000.0,AMOUNT_MISMATCH,98.32,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00120,1053.0,TXN-00120,1053.0,0.0,MATCHED,98.16,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00121,80516.0,TXN-00121,80516.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00122,58954.0,TXN-00122,58954.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00123,97463.0,TXN-00281,96991.0,-472.0,AMOUNT_MISMATCH,70.73,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00124,38196.0,TXN-00216,38828.0,632.0,AMOUNT_MISMATCH,72.86,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00125,82167.0,TXN-00125,82167.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00126,89184.0,TXN-00126,89184.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00127,20313.0,TXN-00127,20313.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00128,10545.0,TXN-00128,10545.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00129,76454.0,TXN-00195,71010.0,-5444.0,AMOUNT_MISMATCH,68.03,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00130,51328.0,TXN-00130,51328.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00131,86990.0,TXN-00131,86990.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00132,56724.0,TXN-00132,56724.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00133,68889.0,TXN-00133,68889.0,0.0,MATCHED,98.75,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00134,60829.0,TXN-00134,60829.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00135,42588.0,TXN-00135,42588.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00136,67162.0,TXN-00136,67162.0,0.0,TIMING_DIFFERENCE,93.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00137,98472.0,TXN-00137,98472.0,0.0,MATCHED,95.79,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00138,84579.0,"TXN-DUP-00138,TXN-00138",169158.0,84579.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00139,32358.0,TXN-00139,32358.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00140,36614.0,TXN-00140,36614.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00141,20769.0,TXN-00141,20769.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00142,93591.0,TXN-00142,93591.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00143,44369.0,TXN-00143,44369.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00144,28110.0,TXN-00144,28110.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00145,92163.0,TXN-00145,92163.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00146,63518.0,"TXN-00146-A,TXN-00146-B",63518.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00147,99759.0,TXN-00147,99759.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00148,98978.0,TXN-00148,98978.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00149,64993.0,TXN-00149,64993.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00150,4804.0,TXN-00150,4804.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00151,95919.0,TXN-00151,95919.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00152,71008.0,"TXN-00152-A,TXN-00152-B",71008.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00153,4552.0,TXN-00153,4302.0,-250.0,AMOUNT_MISMATCH,97.8,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00154,24819.0,TXN-00154,24819.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00155,28742.0,TXN-00155,28742.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00156,37471.0,"TXN-00156-A,TXN-00156-B",37471.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00157,34065.0,TXN-00157,34065.0,0.0,MATCHED,97.93,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00158,7826.0,TXN-00158,7826.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00159,6276.0,TXN-00159,6276.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00160,27130.0,TXN-00160,27130.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00161,32266.0,TXN-00161,32266.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00162,74920.0,TXN-00162,74920.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00163,49351.0,TXN-00163,49251.0,-100.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00164,41768.0,TXN-00164,41268.0,-500.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00165,89781.0,"TXN-00165-A,TXN-00165-B",89781.0,0.0,SPLIT_PAYMENT,95.0,,0.0,,NOT_REQUIRED,0.0,SPLIT_PAYMENT
INV-00166,94718.0,TXN-00166,94718.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00167,83213.0,TXN-00167,83213.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00168,79697.0,TXN-00168,79697.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00169,6383.0,TXN-00169,6383.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00170,67317.0,TXN-00170,67317.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00171,65251.0,TXN-00171,65251.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00172,84307.0,TXN-00172,84307.0,0.0,TIMING_DIFFERENCE,91.18,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00173,69386.0,TXN-00173,69386.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00174,64372.0,TXN-00174,64372.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00175,78656.0,TXN-00175,78656.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00176,12359.0,TXN-00176,12359.0,0.0,TIMING_DIFFERENCE,95.0,,0.0,,NOT_REQUIRED,0.0,TIMING_DIFFERENCE
INV-00177,75691.0,TXN-00349,75395.0,-296.0,AMOUNT_MISMATCH,66.2,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00178,45092.0,TXN-00178,45092.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00179,24834.0,TXN-00179,24834.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00180,37655.0,TXN-00180,37155.0,-500.0,AMOUNT_MISMATCH,99.0,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
INV-00181,26042.0,TXN-00181,26042.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00182,65038.0,"TXN-DUP-00182,TXN-00182",130076.0,65038.0,DUPLICATE,99.0,,0.0,,NOT_REQUIRED,0.0,DUPLICATE
INV-00183,94302.0,TXN-00183,94302.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00184,13196.0,TXN-00184,13196.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00185,88026.0,TXN-00185,88026.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00186,70588.0,TXN-00186,70588.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00187,73140.0,TXN-00187,73140.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00188,36509.0,TXN-00188,36509.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00189,95540.0,TXN-00189,95540.0,0.0,MATCHED,99.0,,0.0,,NOT_REQUIRED,0.0,MATCHED
INV-00190,71236.0,TXN-00040,70822.0,-414.0,AMOUNT_MISMATCH,76.67,,0.0,,NOT_REQUIRED,0.0,AMOUNT_MISMATCH
