invoice_id,expected_status,status,correct
INV-00308,DUPLICATE,DUPLICATE,True
INV-00309,DUPLICATE,DUPLICATE,True
INV-00310,DUPLICATE,DUPLICATE,True
INV-00311,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00312,MATCHED,MATCHED,True
INV-00313,MATCHED,MATCHED,True
INV-00314,MATCHED,MATCHED,True
INV-00315,DUPLICATE,DUPLICATE,True
INV-00316,MATCHED,MATCHED,True
INV-00317,MATCHED,MATCHED,True
INV-00318,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00319,MATCHED,MATCHED,True
INV-00320,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00321,MATCHED,MATCHED,True
INV-00322,MATCHED,MATCHED,True
INV-00323,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00324,MATCHED,MATCHED,True
INV-00325,MISSING_PAYMENT,REVIEW_REQUIRED,False
INV-00326,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00327,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00328,MATCHED,MATCHED,True
INV-00329,MATCHED,MATCHED,True
INV-00330,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00331,MATCHED,MATCHED,True
INV-00332,MATCHED,MATCHED,True
INV-00333,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00334,MATCHED,MATCHED,True
INV-00335,MATCHED,MATCHED,True
INV-00336,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00337,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00338,MATCHED,MATCHED,True
INV-00339,DUPLICATE,DUPLICATE,True
INV-00340,MATCHED,MATCHED,True
INV-00341,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00342,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00343,MATCHED,MATCHED,True
INV-00344,MATCHED,MATCHED,True
INV-00345,MATCHED,MATCHED,True
INV-00346,DUPLICATE,DUPLICATE,True
INV-00347,MATCHED,MATCHED,True
INV-00348,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00349,MATCHED,MATCHED,True
INV-00350,DUPLICATE,DUPLICATE,True
INV-00351,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00352,MATCHED,MATCHED,True
INV-00353,MATCHED,MATCHED,True
INV-00354,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00355,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00356,MATCHED,MATCHED,True
INV-00357,MATCHED,MATCHED,True
INV-00358,MATCHED,MATCHED,True
INV-00359,MATCHED,MATCHED,True
INV-00360,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00361,DUPLICATE,DUPLICATE,True
INV-00362,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00363,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00364,MATCHED,MATCHED,True
INV-00365,MATCHED,MATCHED,True
INV-00366,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00367,MATCHED,MATCHED,True
INV-00368,MATCHED,MATCHED,True
INV-00369,DUPLICATE,DUPLICATE,True
INV-00370,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00371,MATCHED,MATCHED,True
INV-00372,DUPLICATE,DUPLICATE,True
INV-00373,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00374,DUPLICATE,DUPLICATE,True
INV-00375,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00376,MATCHED,MATCHED,True
INV-00377,MATCHED,MATCHED,True
INV-00378,MATCHED,MATCHED,True
INV-00379,MATCHED,MATCHED,True
INV-00380,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00381,MATCHED,MATCHED,True
INV-00382,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00383,MATCHED,MATCHED,True
INV-00384,MATCHED,MATCHED,True
INV-00385,MATCHED,MATCHED,True
INV-00386,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00387,MATCHED,MATCHED,True
INV-00388,DUPLICATE,DUPLICATE,True
INV-00389,DUPLICATE,DUPLICATE,True
INV-00390,MATCHED,MATCHED,True
INV-00391,MATCHED,MATCHED,True
INV-00392,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00393,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00394,MISSING_PAYMENT,MATCHED,False
INV-00395,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00396,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00397,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00398,MATCHED,MATCHED,True
INV-00399,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00400,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00401,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00402,DUPLICATE,DUPLICATE,True
INV-00403,MATCHED,MATCHED,True
INV-00404,MATCHED,MATCHED,True
INV-00405,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00406,MATCHED,MATCHED,True
INV-00407,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00408,DUPLICATE,DUPLICATE,True
INV-00409,MATCHED,MATCHED,True
INV-00410,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00411,MATCHED,MATCHED,True
INV-00412,MATCHED,MATCHED,True
INV-00413,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00414,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00415,MATCHED,MATCHED,True
INV-00416,SPLIT_PAYMENT,AMOUNT_MISMATCH,False
INV-00417,MATCHED,MATCHED,True
INV-00418,MATCHED,MATCHED,True
INV-00419,MATCHED,MATCHED,True
INV-00420,MATCHED,MATCHED,True
INV-00421,DUPLICATE,DUPLICATE,True
INV-00422,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00423,MATCHED,MATCHED,True
INV-00424,MATCHED,MATCHED,True
INV-00425,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00426,MATCHED,MATCHED,True
INV-00427,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00428,MATCHED,MATCHED,True
INV-00429,MATCHED,MATCHED,True
INV-00430,MATCHED,MATCHED,True
INV-00431,MATCHED,MATCHED,True
INV-00432,MATCHED,MATCHED,True
INV-00433,MATCHED,MATCHED,True
INV-00434,MATCHED,MATCHED,True
INV-00435,DUPLICATE,DUPLICATE,True
INV-00436,MATCHED,MATCHED,True
INV-00437,MATCHED,MATCHED,True
INV-00438,MATCHED,MATCHED,True
INV-00439,MATCHED,MATCHED,True
INV-00440,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00441,MATCHED,MATCHED,True
INV-00442,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00443,MATCHED,MATCHED,True
INV-00444,MATCHED,MATCHED,True
INV-00445,MATCHED,MATCHED,True
INV-00446,MATCHED,MATCHED,True
INV-00447,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00448,DUPLICATE,DUPLICATE,True
INV-00449,MATCHED,MATCHED,True
INV-00450,MATCHED,MATCHED,True
INV-00451,MATCHED,MATCHED,True
INV-00452,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00453,MATCHED,MATCHED,True
INV-00454,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00455,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00456,MATCHED,MATCHED,True
INV-00457,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00458,DUPLICATE,DUPLICATE,True
INV-00459,MATCHED,MATCHED,True
INV-00460,MATCHED,MATCHED,True
INV-00461,MATCHED,MATCHED,True
INV-00462,DUPLICATE,DUPLICATE,True
INV-00463,MATCHED,MATCHED,True
INV-00464,MATCHED,MATCHED,True
INV-00465,MATCHED,MATCHED,True
INV-00466,MATCHED,MATCHED,True
INV-00467,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00468,MATCHED,MATCHED,True
INV-00469,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00470,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00471,MATCHED,MATCHED,True
INV-00472,MATCHED,MATCHED,True
INV-00473,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00474,MATCHED,MATCHED,True
INV-00475,DUPLICATE,DUPLICATE,True
INV-00476,MATCHED,MATCHED,True
INV-00477,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00478,MATCHED,MATCHED,True
INV-00479,DUPLICATE,DUPLICATE,True
INV-00480,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00481,MATCHED,MATCHED,True
INV-00482,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00483,DUPLICATE,DUPLICATE,True
INV-00484,MATCHED,MATCHED,True
INV-00485,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00486,MATCHED,MATCHED,True
INV-00487,MATCHED,MATCHED,True
INV-00488,MATCHED,MATCHED,True
INV-00489,MATCHED,MATCHED,True
INV-00490,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00491,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00492,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00493,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00494,MATCHED,MATCHED,True
INV-00495,TIMING_DIFFERENCE,TIMING_DIFFERENCE,True
INV-00496,MISSING_PAYMENT,AMOUNT_MISMATCH,False
INV-00497,MATCHED,MATCHED,True
INV-00498,AMOUNT_MISMATCH,AMOUNT_MISMATCH,True
INV-00499,SPLIT_PAYMENT,SPLIT_PAYMENT,True
INV-00500,MATCHED,MATCHED,True
